hcp_id,hcp_name,specialty,segment,territory,region,total_prescriptions,total_units_dispensed,average_monthly_prescriptions,active_months,product_breadth,total_calls,total_samples_received,average_call_duration,called_product_breadth,last_call_date,prescriptions_per_call,days_since_last_call,no_call_flag,recent_3m_units,previous_3m_units,recent_growth_pct,cluster_id,hcp_segment,segment_strategy,prescription_momentum,efficiency_for_scoring,value_score,momentum_score,low_call_score,recency_gap_score,undercoverage_score,efficiency_score,breadth_score,opportunity_score,segment_priority_rank,segment_score_percentile,priority_tier,recommended_action
H0223,Dr. HCP_0223,Pulmonologist,A,Central-2,Central,64,2606,6.4,10,5,8,44,19.5,4,2026-02-25,8.0,34,0,891,786,13.36,2,Efficient High-Value,Prioritize selective engagement and expansion,0.1252378841626065,8.0,0.558,0.632,0.787,0.78,0.7835000000000001,0.915,0.638,69.07,21,0.7530864197530864,Medium Priority,Review for incremental engagement without excessive call frequency
H0224,Dr. HCP_0224,Endocrinologist,B,North-2,North,141,6027,14.1,10,5,31,92,19.45,5,2026-03-24,4.55,7,0,2138,1502,42.34,0,Established High-Value,Maintain engagement and protect existing value,0.3528753193294314,4.55,0.906,0.812,0.28300000000000003,0.399,0.341,0.733,0.638,69.32,5,0.9754601226993865,High Priority,Protect existing value and maintain consistent engagement
H0225,Dr. HCP_0225,Neurologist,B,East-1,East,7,250,0.7,4,3,0,0,0.0,0,,,304,1,25,186,-86.56,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-1.9730120788331047,3.45,0.086,0.022,0.943,0.945,0.944,0.501,0.13,35.44,27,0.26785714285714285,Low Priority,Deprioritize until meaningful prescription activity appears
H0226,Dr. HCP_0226,Oncologist,B,South-1,South,90,3429,9.0,10,5,24,91,18.08,5,2026-03-15,3.75,16,0,1155,995,16.08,1,Emerging Growth,Nurture growth through targeted follow-ups,0.14897379164772495,3.75,0.688,0.646,0.38,0.61,0.495,0.611,0.638,61.48,19,0.905,High Priority,Prioritize targeted follow-ups to support continued growth
H0227,Dr. HCP_0227,Endocrinologist,C,East-1,East,8,381,0.8,6,2,0,0,0.0,0,,,304,1,84,187,-55.08,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-0.7937907063396326,3.45,0.106,0.054,0.943,0.945,0.944,0.501,0.092,36.29,24,0.32142857142857145,Low Priority,Deprioritize until meaningful prescription activity appears
H0228,Dr. HCP_0228,Cardiologist,B,West-2,West,41,1575,4.1,10,4,8,27,16.88,4,2025-12-22,5.13,99,0,486,463,4.97,1,Emerging Growth,Nurture growth through targeted follow-ups,0.048379570856334375,5.13,0.342,0.55,0.787,0.872,0.8295,0.791,0.213,55.99,31,0.845,High Priority,Prioritize targeted follow-ups to support continued growth
H0229,Dr. HCP_0229,Oncologist,C,East-2,East,21,839,2.1,10,5,23,75,20.26,5,2026-03-31,0.91,0,0,479,193,148.19,1,Emerging Growth,Nurture growth through targeted follow-ups,0.9059279448386084,0.91,0.174,0.968,0.396,0.029,0.21250000000000002,0.012,0.638,36.45,158,0.19,Low Priority,Monitor growth before increasing field engagement
H0230,Dr. HCP_0230,General Physician,B,East-2,East,54,1990,5.4,10,5,11,35,17.27,5,2026-02-17,4.91,42,0,551,743,-25.84,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.2984929885559966,4.91,0.426,0.22,0.716,0.803,0.7595000000000001,0.774,0.638,54.16,41,0.795,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0231,Dr. HCP_0231,Pulmonologist,C,South-1,South,39,1728,3.9,10,5,42,156,18.21,5,2026-03-28,0.93,3,0,622,434,43.32,0,Established High-Value,Maintain engagement and protect existing value,0.3592004876987689,0.93,0.376,0.814,0.15300000000000002,0.212,0.1825,0.016,0.638,38.74,142,0.1165644171779141,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0232,Dr. HCP_0232,Pulmonologist,B,West-2,West,39,1631,3.9,10,4,18,71,19.89,4,2026-03-17,2.17,14,0,570,546,4.4,1,Emerging Growth,Nurture growth through targeted follow-ups,0.042940407234029365,2.17,0.356,0.546,0.492,0.582,0.5369999999999999,0.28,0.213,41.36,131,0.325,Low Priority,Monitor growth before increasing field engagement
H0233,Dr. HCP_0233,Cardiologist,B,Central-1,Central,128,4642,12.8,10,5,27,114,19.81,5,2026-03-08,4.74,23,0,979,1937,-49.46,0,Established High-Value,Maintain engagement and protect existing value,-0.6818592207860945,4.74,0.788,0.068,0.33599999999999997,0.698,0.5169999999999999,0.75,0.638,55.56,62,0.6196319018404908,Medium Priority,Continue the current engagement cadence
H0234,Dr. HCP_0234,Pulmonologist,B,North-2,North,185,7167,18.5,10,5,40,148,21.38,5,2026-03-24,4.63,7,0,2091,2316,-9.72,0,Established High-Value,Maintain engagement and protect existing value,-0.1021526992475632,4.63,0.944,0.37,0.17700000000000005,0.399,0.28800000000000003,0.739,0.638,60.38,37,0.7791411042944786,Medium Priority,Continue the current engagement cadence
H0235,Dr. HCP_0235,Cardiologist,A,East-2,East,25,964,2.5,9,3,2,10,19.0,2,2025-11-25,12.5,126,0,240,289,-16.96,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.18508398948986482,12.5,0.195,0.296,0.881,0.884,0.8825000000000001,0.99,0.13,49.98,71,0.1111111111111111,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0236,Dr. HCP_0236,Cardiologist,C,Central-1,Central,102,3932,10.2,10,5,58,226,20.6,5,2026-03-30,1.76,1,0,894,1922,-53.49,0,Established High-Value,Maintain engagement and protect existing value,-0.7648180273139245,1.76,0.736,0.06,0.051000000000000045,0.092,0.07150000000000002,0.218,0.638,34.72,153,0.04294478527607362,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0237,Dr. HCP_0237,Cardiologist,B,West-1,West,67,2589,6.7,10,5,18,74,20.22,5,2026-03-02,3.72,29,0,696,998,-30.26,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.3599693678880298,3.72,0.554,0.172,0.492,0.757,0.6245,0.605,0.638,51.13,61,0.695,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0238,Dr. HCP_0238,Pulmonologist,A,Central-1,Central,53,2100,5.3,10,5,7,34,19.71,3,2026-03-05,7.57,26,0,564,634,-11.04,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.11679926774625038,7.57,0.456,0.348,0.815,0.735,0.7749999999999999,0.894,0.638,59.8,53,0.3333333333333333,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0239,Dr. HCP_0239,Cardiologist,B,West-2,West,21,855,2.1,9,4,6,22,22.17,4,2026-02-20,3.5,39,0,252,222,13.51,1,Emerging Growth,Nurture growth through targeted follow-ups,0.1262177172674015,3.5,0.18,0.634,0.833,0.798,0.8155,0.563,0.213,49.04,76,0.61,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0240,Dr. HCP_0240,Neurologist,A,East-1,East,5,120,0.5,4,1,0,0,0.0,0,,,304,1,22,74,-70.27,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-1.1819938976071604,3.45,0.058,0.028,0.943,0.945,0.944,0.501,0.054,33.96,34,0.14285714285714285,Low Priority,Deprioritize until meaningful prescription activity appears
H0241,Dr. HCP_0241,Oncologist,C,East-1,East,1,22,0.1,1,1,0,0,0.0,0,,,304,1,0,22,-100.0,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-3.1354942159291497,3.45,0.037,0.017,0.943,0.945,0.944,0.501,0.054,33.11,39,0.044642857142857144,Low Priority,Deprioritize until meaningful prescription activity appears
H0242,Dr. HCP_0242,Cardiologist,C,North-2,North,112,4668,11.2,10,5,63,254,20.68,5,2026-03-20,1.78,11,0,1249,1460,-14.45,0,Established High-Value,Maintain engagement and protect existing value,-0.15597758145435314,1.78,0.792,0.324,0.03600000000000003,0.5,0.268,0.226,0.638,46.71,109,0.31901840490797545,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0243,Dr. HCP_0243,Pulmonologist,C,South-1,South,73,2742,7.3,10,5,42,171,21.19,5,2026-03-29,1.74,2,0,718,733,-2.05,0,Established High-Value,Maintain engagement and protect existing value,-0.020647670893468195,1.74,0.584,0.442,0.15300000000000002,0.158,0.15550000000000003,0.21,0.638,39.78,139,0.13496932515337423,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0244,Dr. HCP_0244,Oncologist,B,Central-1,Central,89,3362,8.9,10,5,27,112,19.48,5,2026-03-29,3.3,2,0,1144,902,26.83,1,Emerging Growth,Nurture growth through targeted follow-ups,0.23743736257135506,3.3,0.676,0.714,0.33599999999999997,0.158,0.247,0.415,0.638,53.34,48,0.76,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0245,Dr. HCP_0245,Cardiologist,A,South-2,South,287,11848,28.7,10,5,27,106,16.15,5,2026-03-26,10.63,5,0,3450,3824,-9.78,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.10289442316263298,10.63,0.998,0.368,0.33599999999999997,0.311,0.3235,0.976,0.638,66.41,34,0.5925925925925926,Medium Priority,Review for incremental engagement without excessive call frequency
H0246,Dr. HCP_0246,General Physician,C,North-2,North,78,2982,7.8,10,5,47,201,21.96,5,2026-03-19,1.66,12,0,766,1196,-35.95,0,Established High-Value,Maintain engagement and protect existing value,-0.44508690419071684,1.66,0.614,0.132,0.10999999999999999,0.532,0.321,0.184,0.638,38.22,144,0.10429447852760736,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0247,Dr. HCP_0247,General Physician,B,West-2,West,52,2012,5.2,10,5,13,61,19.62,5,2026-03-01,4.0,30,0,775,276,180.8,1,Emerging Growth,Nurture growth through targeted follow-ups,1.0301350139958805,4.0,0.434,0.978,0.655,0.761,0.708,0.665,0.638,66.63,5,0.98,High Priority,Prioritize targeted follow-ups to support continued growth
H0248,Dr. HCP_0248,General Physician,C,Central-1,Central,86,3470,8.6,10,5,40,180,21.0,5,2026-03-30,2.15,1,0,1112,1050,5.9,0,Established High-Value,Maintain engagement and protect existing value,0.057316980398593564,2.15,0.694,0.562,0.17700000000000005,0.092,0.1345,0.277,0.638,45.96,114,0.2883435582822086,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0249,Dr. HCP_0249,Oncologist,C,West-1,West,27,989,2.7,9,5,16,68,19.31,4,2026-03-20,1.69,11,0,165,345,-52.17,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.734450986701181,1.69,0.206,0.066,0.5489999999999999,0.5,0.5245,0.195,0.638,29.92,174,0.11,Low Priority,Monitor growth before increasing field engagement
H0250,Dr. HCP_0250,Oncologist,C,South-2,South,95,3784,9.5,10,5,77,319,20.71,5,2026-03-13,1.23,18,0,866,1335,-35.13,0,Established High-Value,Maintain engagement and protect existing value,-0.4323963773160493,1.23,0.722,0.14,0.010000000000000009,0.637,0.3235,0.079,0.638,40.11,138,0.1411042944785276,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0251,Dr. HCP_0251,Endocrinologist,B,West-1,West,69,3004,6.9,10,5,17,51,19.0,5,2026-02-27,4.06,32,0,1004,688,45.93,1,Emerging Growth,Nurture growth through targeted follow-ups,0.37750154947951753,4.06,0.62,0.824,0.522,0.769,0.6455,0.674,0.638,67.71,2,0.995,High Priority,Prioritize targeted follow-ups to support continued growth
H0252,Dr. HCP_0252,Pulmonologist,B,North-2,North,105,3679,10.5,10,5,28,112,20.64,5,2026-03-28,3.75,3,0,1137,881,29.06,0,Established High-Value,Maintain engagement and protect existing value,0.2548355586794848,3.75,0.71,0.728,0.32599999999999996,0.212,0.26899999999999996,0.611,0.638,58.13,44,0.7361963190184049,Medium Priority,Continue the current engagement cadence
H0253,Dr. HCP_0253,Neurologist,C,East-2,East,19,743,1.9,10,4,18,76,20.5,5,2026-03-15,1.06,16,0,315,196,60.71,1,Emerging Growth,Nurture growth through targeted follow-ups,0.4725384848489238,1.06,0.146,0.866,0.492,0.61,0.5509999999999999,0.04,0.213,38.2,150,0.23,Low Priority,Monitor growth before increasing field engagement
H0254,Dr. HCP_0254,Pulmonologist,B,North-1,North,148,5954,14.8,10,5,41,184,19.46,5,2026-03-24,3.61,7,0,1835,1464,25.34,0,Established High-Value,Maintain engagement and protect existing value,0.2257340497292688,3.61,0.902,0.698,0.16400000000000003,0.399,0.28150000000000003,0.586,0.638,63.23,24,0.8588957055214724,High Priority,Protect existing value and maintain consistent engagement
H0255,Dr. HCP_0255,Neurologist,A,Central-2,Central,56,2278,5.6,10,5,7,35,23.29,4,2026-02-02,8.0,57,0,603,544,10.85,2,Efficient High-Value,Prioritize selective engagement and expansion,0.10278840327157113,8.0,0.49,0.618,0.815,0.831,0.823,0.915,0.638,67.74,29,0.654320987654321,Medium Priority,Review for incremental engagement without excessive call frequency
H0256,Dr. HCP_0256,Oncologist,B,South-1,South,86,3051,8.6,10,5,25,104,18.88,5,2026-03-19,3.44,12,0,926,712,30.06,1,Emerging Growth,Nurture growth through targeted follow-ups,0.26247214515155903,3.44,0.628,0.738,0.364,0.532,0.448,0.442,0.638,57.81,29,0.855,High Priority,Prioritize targeted follow-ups to support continued growth
H0257,Dr. HCP_0257,Pulmonologist,C,East-2,East,23,972,2.3,9,5,19,91,22.21,5,2026-02-15,1.21,44,0,389,105,270.48,1,Emerging Growth,Nurture growth through targeted follow-ups,1.3027076450116253,1.21,0.2,0.984,0.46499999999999997,0.81,0.6375,0.071,0.638,49.06,75,0.6175,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0258,Dr. HCP_0258,Pulmonologist,B,West-2,West,52,2244,5.2,10,4,15,63,21.0,4,2026-03-31,3.47,0,0,513,704,-27.13,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.31597453735710346,3.47,0.488,0.208,0.577,0.029,0.303,0.56,0.213,36.9,156,0.2,Low Priority,Monitor growth before increasing field engagement
H0259,Dr. HCP_0259,Neurologist,B,South-2,South,155,6163,15.5,10,5,36,132,20.67,5,2026-03-25,4.31,6,0,1909,2016,-5.31,0,Established High-Value,Maintain engagement and protect existing value,-0.054508016913535684,4.31,0.912,0.424,0.22499999999999998,0.356,0.2905,0.719,0.638,60.27,39,0.7668711656441718,Medium Priority,Continue the current engagement cadence
H0260,Dr. HCP_0260,Oncologist,A,South-2,South,132,5135,13.2,10,5,23,82,19.09,5,2026-03-25,5.74,6,0,1233,2113,-41.65,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.5383209619648497,5.74,0.834,0.096,0.396,0.356,0.376,0.836,0.638,55.26,63,0.20987654320987653,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0261,Dr. HCP_0261,General Physician,B,East-2,East,32,1258,3.2,10,5,12,47,20.08,5,2026-03-13,2.67,18,0,498,274,81.75,1,Emerging Growth,Nurture growth through targeted follow-ups,0.5958349980849471,2.67,0.264,0.908,0.69,0.637,0.6635,0.32,0.638,53.85,44,0.78,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0262,Dr. HCP_0262,Oncologist,C,West-1,West,34,1407,3.4,9,4,22,111,20.86,5,2026-03-27,1.55,4,0,363,430,-15.58,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.16895422246700686,1.55,0.305,0.316,0.41400000000000003,0.262,0.338,0.153,0.213,28.34,182,0.07,Low Priority,Monitor growth before increasing field engagement
H0263,Dr. HCP_0263,Cardiologist,A,West-2,West,35,1349,3.5,10,4,2,12,15.0,2,2026-01-30,17.5,60,0,445,433,2.77,2,Efficient High-Value,Prioritize selective engagement and expansion,0.027274417919659122,17.5,0.284,0.54,0.881,0.837,0.859,1.0,0.213,57.92,59,0.25925925925925924,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0264,Dr. HCP_0264,Neurologist,B,Central-1,Central,104,4405,10.4,10,5,26,107,22.27,5,2026-03-30,4.0,1,0,1519,1112,36.6,0,Established High-Value,Maintain engagement and protect existing value,0.3116512625647774,4.0,0.776,0.784,0.349,0.092,0.22049999999999997,0.665,0.638,60.83,34,0.7975460122699386,Medium Priority,Continue the current engagement cadence
H0265,Dr. HCP_0265,Oncologist,C,North-2,North,86,3100,8.6,10,5,45,155,20.24,5,2026-03-27,1.91,4,0,1009,996,1.31,0,Established High-Value,Maintain engagement and protect existing value,0.012954839873466462,1.91,0.636,0.524,0.124,0.262,0.193,0.243,0.638,44.41,123,0.2331288343558282,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0266,Dr. HCP_0266,Oncologist,C,Central-1,Central,75,3059,7.5,10,5,54,220,19.69,5,2026-03-29,1.39,2,0,1041,874,19.11,0,Established High-Value,Maintain engagement and protect existing value,0.17467333595569823,1.39,0.63,0.666,0.07199999999999995,0.158,0.11499999999999998,0.123,0.638,43.32,129,0.19631901840490798,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0267,Dr. HCP_0267,Oncologist,B,South-1,South,111,4902,11.1,10,5,30,109,21.43,5,2026-03-08,3.7,23,0,1653,1120,47.59,0,Established High-Value,Maintain engagement and protect existing value,0.3889754525114766,3.7,0.812,0.832,0.29700000000000004,0.698,0.4975,0.6,0.638,68.82,6,0.9693251533742331,High Priority,Protect existing value and maintain consistent engagement
H0268,Dr. HCP_0268,Oncologist,C,North-2,North,117,5056,11.7,10,5,66,280,19.74,5,2026-03-30,1.77,1,0,1425,1309,8.86,0,Established High-Value,Maintain engagement and protect existing value,0.08484618477904426,1.77,0.824,0.592,0.027000000000000024,0.092,0.05950000000000001,0.223,0.638,47.77,103,0.3558282208588957,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0269,Dr. HCP_0269,Neurologist,B,East-2,East,37,1462,3.7,9,4,15,65,20.13,5,2026-03-11,2.47,20,0,437,476,-8.19,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.08529758051189518,2.47,0.316,0.394,0.577,0.661,0.619,0.303,0.213,39.51,143,0.265,Low Priority,Monitor growth before increasing field engagement
H0270,Dr. HCP_0270,Pulmonologist,B,North-2,North,151,5892,15.1,10,5,43,180,18.33,5,2026-03-19,3.51,12,0,1843,1720,7.15,0,Established High-Value,Maintain engagement and protect existing value,0.06903160790499996,3.51,0.894,0.572,0.14300000000000002,0.532,0.3375,0.568,0.638,61.6,30,0.8220858895705522,High Priority,Protect existing value and maintain consistent engagement
H0271,Dr. HCP_0271,General Physician,C,East-2,East,27,1231,2.7,10,3,17,91,18.35,5,2026-03-14,1.59,17,0,557,305,82.62,1,Emerging Growth,Nurture growth through targeted follow-ups,0.6007738604289301,1.59,0.26,0.91,0.522,0.622,0.5720000000000001,0.162,0.13,44.03,114,0.41,Low Priority,Monitor growth before increasing field engagement
H0272,Dr. HCP_0272,Cardiologist,C,Central-1,Central,44,1839,4.4,10,5,47,182,21.38,5,2026-03-29,0.94,2,0,452,293,54.27,0,Established High-Value,Maintain engagement and protect existing value,0.43231235814435287,0.94,0.39,0.846,0.10999999999999999,0.158,0.134,0.022,0.638,38.68,143,0.11042944785276074,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0273,Dr. HCP_0273,General Physician,C,South-2,South,158,6276,15.8,10,5,84,387,20.02,5,2026-03-24,1.88,7,0,1905,1445,31.83,0,Established High-Value,Maintain engagement and protect existing value,0.276205681495437,1.88,0.918,0.746,0.0020000000000000018,0.399,0.2005,0.24,0.638,57.45,51,0.6932515337423313,Medium Priority,Continue the current engagement cadence
H0274,Dr. HCP_0274,General Physician,C,South-2,South,134,5317,13.4,10,5,72,314,19.9,5,2026-03-30,1.86,1,0,1790,1352,32.4,0,Established High-Value,Maintain engagement and protect existing value,0.28044977388992365,1.86,0.856,0.756,0.017000000000000015,0.092,0.05450000000000001,0.237,0.638,52.1,77,0.5276073619631901,Medium Priority,Continue the current engagement cadence
H0275,Dr. HCP_0275,Cardiologist,B,West-1,West,78,3315,7.8,10,5,21,75,24.81,5,2026-03-26,3.71,5,0,726,1255,-42.15,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.5467608694946247,3.71,0.67,0.09,0.43400000000000005,0.311,0.37250000000000005,0.602,0.638,46.62,95,0.51,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0276,Dr. HCP_0276,Endocrinologist,B,West-2,West,36,1606,3.6,9,5,16,79,20.5,5,2026-03-11,2.25,20,0,503,571,-11.91,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.126562723308429,2.25,0.35,0.338,0.5489999999999999,0.661,0.605,0.29,0.638,43.11,120,0.38,Low Priority,Monitor growth before increasing field engagement
H0277,Dr. HCP_0277,Cardiologist,C,North-1,North,74,3138,7.4,9,5,56,192,18.11,5,2026-03-29,1.32,2,0,715,511,39.92,0,Established High-Value,Maintain engagement and protect existing value,0.33535554192113803,1.32,0.644,0.798,0.061000000000000054,0.158,0.10950000000000003,0.103,0.638,45.94,115,0.2822085889570552,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0278,Dr. HCP_0278,Pulmonologist,B,North-1,North,158,6307,15.8,10,5,33,110,20.85,5,2026-03-27,4.79,4,0,2291,1197,91.4,0,Established High-Value,Maintain engagement and protect existing value,0.6487712991592351,4.79,0.92,0.924,0.255,0.262,0.2585,0.756,0.638,70.26,3,0.9877300613496932,High Priority,Protect existing value and maintain consistent engagement
H0279,Dr. HCP_0279,Oncologist,C,East-2,East,28,1148,2.8,9,5,19,70,23.58,5,2026-03-08,1.47,23,0,226,348,-35.06,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.4301219047210241,1.47,0.246,0.142,0.46499999999999997,0.698,0.5814999999999999,0.137,0.638,33.19,168,0.14,Low Priority,Monitor growth before increasing field engagement
H0280,Dr. HCP_0280,Neurologist,C,South-2,South,68,2778,6.8,9,5,79,268,19.46,5,2026-03-28,0.86,3,0,1489,588,153.23,0,Established High-Value,Maintain engagement and protect existing value,0.9281052152879186,0.86,0.588,0.972,0.006000000000000005,0.212,0.109,0.006,0.638,46.28,110,0.3128834355828221,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0281,Dr. HCP_0281,General Physician,C,Central-2,Central,29,1305,2.9,9,4,16,61,22.38,4,2026-03-05,1.81,26,0,554,429,29.14,1,Emerging Growth,Nurture growth through targeted follow-ups,0.25518290505882657,1.81,0.282,0.73,0.5489999999999999,0.735,0.6419999999999999,0.23,0.213,44.69,107,0.445,Low Priority,Monitor growth before increasing field engagement
H0282,Dr. HCP_0282,Endocrinologist,B,South-1,South,79,3112,7.9,10,5,21,85,19.62,5,2026-03-20,3.76,11,0,879,882,-0.34,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.0034032931317078408,3.76,0.638,0.466,0.43400000000000005,0.5,0.467,0.615,0.638,55.74,32,0.84,High Priority,Prioritize targeted follow-ups to support continued growth
H0283,Dr. HCP_0283,Oncologist,B,Central-2,Central,27,894,2.7,9,4,13,38,21.54,4,2026-03-20,2.08,11,0,190,240,-20.83,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.2325235054440249,2.08,0.188,0.26,0.655,0.5,0.5775,0.269,0.213,31.44,171,0.125,Low Priority,Monitor growth before increasing field engagement
H0284,Dr. HCP_0284,Neurologist,A,West-2,West,21,824,2.1,9,3,2,0,16.5,2,2025-06-23,10.5,281,0,289,149,93.96,2,Efficient High-Value,Prioritize selective engagement and expansion,0.6592456288842641,10.5,0.168,0.926,0.881,0.888,0.8845000000000001,0.974,0.13,61.58,48,0.41975308641975306,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0285,Dr. HCP_0285,Oncologist,B,South-2,South,130,5249,13.0,10,5,47,204,21.77,5,2026-03-28,2.77,3,0,1815,1781,1.91,0,Established High-Value,Maintain engagement and protect existing value,0.018899951130483927,2.77,0.846,0.528,0.10999999999999999,0.212,0.16099999999999998,0.333,0.638,51.34,84,0.4785276073619632,Low Priority,Avoid over-servicing and monitor for meaningful changes
H0286,Dr. HCP_0286,Pulmonologist,A,West-2,West,68,2490,6.8,10,3,8,25,24.5,3,2026-03-28,8.5,3,0,688,861,-20.09,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.2240139996500341,8.5,0.54,0.27,0.787,0.212,0.4995,0.929,0.13,49.32,72,0.09876543209876543,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0287,Dr. HCP_0287,Pulmonologist,B,West-2,West,29,1051,2.9,9,5,12,37,16.17,4,2026-02-16,2.42,43,0,349,205,70.24,1,Emerging Growth,Nurture growth through targeted follow-ups,0.5300569856938777,2.42,0.222,0.894,0.69,0.806,0.748,0.298,0.638,54.09,42,0.79,Medium Priority,Nurture through planned follow-ups and monitor momentum
H0288,Dr. HCP_0288,Oncologist,B,North-2,North,139,5807,13.9,10,5,33,120,19.76,5,2026-03-27,4.21,4,0,1943,1547,25.6,0,Established High-Value,Maintain engagement and protect existing value,0.2277839308707117,4.21,0.888,0.7,0.255,0.262,0.2585,0.706,0.638,64.07,17,0.901840490797546,High Priority,Protect existing value and maintain consistent engagement
H0289,Dr. HCP_0289,Pulmonologist,B,Central-2,Central,30,1202,3.0,10,5,17,89,22.35,5,2026-03-27,1.76,4,0,267,430,-37.91,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.4751211095928909,1.76,0.254,0.116,0.522,0.262,0.392,0.218,0.638,29.39,177,0.095,Low Priority,Monitor growth before increasing field engagement
H0290,Dr. HCP_0290,Oncologist,B,East-1,East,4,164,0.4,3,1,0,0,0.0,0,,,304,1,0,72,-100.0,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-4.290459441148391,3.45,0.068,0.004,0.943,0.945,0.944,0.501,0.054,33.78,35,0.125,Low Priority,Deprioritize until meaningful prescription activity appears
H0291,Dr. HCP_0291,Oncologist,A,South-2,South,200,8556,20.0,10,5,22,86,18.55,5,2026-03-20,9.09,11,0,2641,2374,11.25,2,Efficient High-Value,Prioritize selective engagement and expansion,0.10653876861352884,9.09,0.978,0.62,0.41400000000000003,0.5,0.457,0.95,0.638,73.79,5,0.9506172839506173,High Priority,Prioritize selective outreach and evaluate expansion opportunities
H0292,Dr. HCP_0292,Endocrinologist,A,North-2,North,146,5808,14.6,10,5,22,110,18.77,5,2026-03-29,6.64,2,0,1314,2290,-42.62,2,Efficient High-Value,Prioritize selective engagement and expansion,-0.55515173784163,6.64,0.89,0.086,0.41400000000000003,0.158,0.28600000000000003,0.866,0.638,54.94,64,0.19753086419753085,Low Priority,Maintain efficient coverage and monitor prescription behaviour
H0293,Dr. HCP_0293,Pulmonologist,C,Central-2,Central,21,703,2.1,9,4,17,74,20.53,5,2026-03-21,1.24,10,0,221,264,-16.29,1,Emerging Growth,Nurture growth through targeted follow-ups,-0.17705244411394272,1.24,0.14,0.312,0.522,0.475,0.4985,0.084,0.213,26.29,187,0.045,Low Priority,Monitor growth before increasing field engagement
H0294,Dr. HCP_0294,Cardiologist,B,East-1,East,0,0,0.0,0,0,0,0,0.0,0,,,304,1,0,0,,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,0.0,3.45,0.017,0.486,0.943,0.945,0.944,0.501,0.017,41.51,16,0.5982142857142857,Medium Priority,Review prescription activity before allocating field effort
H0295,Dr. HCP_0295,Cardiologist,A,East-1,East,11,366,1.1,6,3,0,0,0.0,0,,,304,1,48,84,-42.86,3,Uncovered HCPs,Evaluate active prescribers before initiating outreach,-0.5508309583796902,3.45,0.098,0.088,0.943,0.945,0.944,0.501,0.13,37.11,22,0.35714285714285715,Low Priority,Deprioritize until meaningful prescription activity appears
H0296,Dr. HCP_0296,General Physician,B,Central-2,Central,40,1605,4.0,10,5,12,47,12.83,5,2026-02-27,3.33,32,0,444,369,20.33,1,Emerging Growth,Nurture growth through targeted follow-ups,0.18457127652797034,3.33,0.348,0.672,0.69,0.769,0.7295,0.419,0.638,54.78,39,0.805,High Priority,Prioritize targeted follow-ups to support continued growth
